OTHER OFFENSE,THEFT,CRIMINAL DAMAGE,WEAPONS VIOLATION,BATTERY,OFFENSE INVOLVING CHILDREN,CRIM SEXUAL ASSAULT,NARCOTICS,GAMBLING,SEX OFFENSE,ASSAULT,PUBLIC PEACE VIOLATION,BURGLARY,MOTOR VEHICLE THEFT,DECEPTIVE PRACTICE,LIQUOR LAW VIOLATION,ROBBERY,CRIMINAL TRESPASS,INTERFERENCE WITH PUBLIC OFFICER,HOMICIDE,KIDNAPPING,PROSTITUTION,STALKING,INTIMIDATION,CRIMINAL SEXUAL ASSAULT,ARSON,RITUALISM,DOMESTIC VIOLENCE,OBSCENITY,OTHER NARCOTIC VIOLATION,PUBLIC INDECENCY,CONCEALED CARRY LICENSE VIOLATION,NON-CRIMINAL,HUMAN TRAFFICKING,NON-CRIMINAL (SUBJECT SPECIFIED),NON - CRIMINAL
55,242,188,13,224,4,5.0,104,1.0,3.0,84,11,84,68,39,0,48,42,6,3.0,1,6.0,0,2,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
114,330,179,12,239,24,10.0,128,6.0,11.0,76,7,77,64,76,2,52,42,5,0.0,0,27.0,1,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
68,244,168,7,231,10,5.0,157,9.0,4.0,85,4,65,54,41,4,56,38,1,1.0,0,19.0,0,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
75,271,162,12,195,8,3.0,242,5.0,8.0,69,6,72,57,42,3,49,41,3,1.0,1,26.0,0,2,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
73,277,171,10,217,8,2.0,193,10.0,1.0,72,15,65,61,51,6,59,49,6,1.0,0,27.0,0,2,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
79,273,152,17,294,5,2.0,172,11.0,5.0,79,10,63,67,34,5,44,33,5,2.0,1,18.0,0,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
80,229,192,12,296,2,7.0,135,6.0,4.0,92,6,64,73,23,2,48,40,2,0.0,1,5.0,1,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
76,265,194,6,225,6,5.0,140,6.0,4.0,71,2,65,64,55,6,49,48,2,0.0,2,14.0,0,2,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
91,255,170,19,234,7,3.0,175,6.0,6.0,84,7,69,56,38,3,43,52,3,0.0,1,33.0,0,0,0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
80,218,173,11,222,9,0.0,170,10.0,5.0,66,7,64,72,40,4,48,37,3,1.0,1,28.0,0,1,0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
82,273,169,10,196,2,5.0,173,7.0,4.0,62,7,71,70,36,6,54,37,0,2.0,0,30.0,1,1,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
67,307,179,13,208,14,5.0,205,7.0,9.0,73,7,84,61,51,0,57,30,2,2.0,3,31.0,1,5,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
52,238,209,15,279,13,4.0,155,3.0,6.0,78,13,60,71,36,2,49,39,2,2.0,0,12.0,0,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
72,231,182,12,272,6,5.0,152,10.0,4.0,84,4,47,56,18,3,47,30,1,1.0,0,7.0,1,0,0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
74,279,165,12,207,8,2.0,129,8.0,3.0,85,5,75,66,44,1,43,36,1,0.0,0,11.0,0,1,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
75,294,159,15,206,6,5.0,156,5.0,5.0,71,9,75,57,45,3,26,51,2,1.0,1,21.0,0,1,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
55,262,166,16,191,3,2.0,148,5.0,5.0,78,8,46,71,41,3,45,55,2,0.0,0,35.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
65,275,172,13,214,6,2.0,152,11.0,1.0,71,6,66,53,45,2,38,43,8,1.0,0,28.0,0,1,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
81,271,160,9,191,8,4.0,150,6.0,2.0,88,2,92,68,47,5,31,32,3,5.0,0,21.0,0,0,0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
67,269,174,12,255,9,2.0,155,5.0,2.0,75,14,81,55,22,3,50,37,1,0.0,1,11.0,0,1,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
51,258,194,14,279,6,1.0,158,6.0,4.0,75,13,62,71,10,3,47,34,1,1.0,1,11.0,0,2,0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,,,
88,294,191,8,200,7,7.0,132,5.0,3.0,69,6,76,73,46,2,43,40,1,1.0,0,14.0,1,3,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
82,245,149,9,186,5,6.0,151,8.0,7.0,67,6,75,63,34,2,52,41,0,1.0,0,27.0,0,1,0,5.0,0.0,,1.0,0.0,0.0,0.0,0.0,,,
67,268,186,14,185,10,3.0,154,5.0,6.0,93,7,81,56,43,3,40,45,0,2.0,0,30.0,0,2,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
77,262,182,14,198,6,3.0,173,3.0,4.0,64,12,74,64,38,4,44,40,2,0.0,0,23.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
76,258,176,20,212,10,2.0,165,7.0,5.0,78,9,85,65,41,9,48,39,3,2.0,1,30.0,0,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
67,250,200,9,274,9,6.0,139,7.0,5.0,85,8,74,61,30,7,50,38,2,2.0,0,12.0,1,1,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
64,234,141,9,275,11,4.0,129,9.0,3.0,79,10,56,70,32,1,56,33,1,2.0,1,20.0,0,1,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
64,269,161,6,135,2,2.0,181,2.0,1.0,70,4,95,80,55,1,57,37,1,0.0,1,9.0,0,0,0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
61,292,150,15,173,6,2.0,159,1.0,7.0,60,6,77,60,48,8,35,42,1,0.0,1,22.0,1,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
81,275,195,20,188,4,3.0,191,4.0,10.0,75,11,100,56,39,2,41,43,1,1.0,0,14.0,0,4,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
63,270,181,14,207,5,2.0,136,9.0,6.0,64,6,79,61,50,2,41,35,0,0.0,1,18.0,0,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
125,356,187,6,200,23,9.0,159,8.0,6.0,75,11,67,57,79,1,59,33,3,3.0,1,16.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
69,249,197,17,268,9,9.0,172,11.0,10.0,82,6,71,43,38,3,51,50,8,0.0,1,18.0,0,1,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
70,212,162,11,266,7,4.0,151,8.0,7.0,80,17,44,51,28,2,40,32,2,3.0,1,7.0,0,1,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
63,199,125,10,220,8,8.0,173,11.0,5.0,75,7,51,45,19,3,41,28,1,2.0,1,4.0,1,0,0,3.0,0.0,,1.0,0.0,0.0,0.0,0.0,,,
78,259,124,11,187,5,11.0,198,6.0,5.0,79,7,81,51,51,1,49,52,3,0.0,0,24.0,1,3,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
94,251,133,7,208,9,2.0,162,6.0,6.0,81,8,62,47,39,7,32,51,0,1.0,2,24.0,1,0,0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
75,268,150,18,204,4,2.0,148,9.0,7.0,88,6,70,68,32,7,46,38,9,3.0,1,23.0,1,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
76,271,176,9,267,11,3.0,195,8.0,9.0,77,5,75,55,41,8,61,38,2,4.0,0,22.0,0,1,0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
56,262,189,1,302,4,6.0,172,5.0,6.0,68,11,61,65,28,5,52,32,3,0.0,1,12.0,0,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
74,206,173,6,246,7,10.0,101,5.0,4.0,66,9,60,68,18,1,47,39,2,1.0,2,8.0,2,1,0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
71,244,136,5,149,10,2.0,129,1.0,6.0,69,10,60,57,44,3,47,39,1,0.0,0,15.0,0,1,0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
81,286,138,15,194,4,1.0,138,5.0,5.0,72,6,68,62,34,5,59,46,1,1.0,0,22.0,0,2,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
76,251,140,13,154,4,0.0,170,0.0,2.0,59,7,70,66,48,5,36,42,1,1.0,0,46.0,2,1,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
67,237,138,18,197,3,3.0,192,3.0,6.0,69,10,85,49,49,2,34,31,3,2.0,1,27.0,0,2,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
68,314,176,15,250,8,8.0,155,6.0,3.0,78,11,73,74,41,5,60,43,3,2.0,0,18.0,0,1,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
76,211,204,9,287,7,7.0,146,5.0,7.0,78,11,64,58,34,5,66,32,1,1.0,0,13.0,0,1,0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
68,213,194,13,313,9,5.0,94,7.0,1.0,69,13,71,60,35,1,42,34,3,4.0,2,9.0,1,0,0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
71,254,158,9,190,6,6.0,101,8.0,7.0,78,12,64,45,33,2,38,42,0,4.0,4,5.0,0,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
52,256,126,12,196,2,2.0,148,7.0,3.0,67,11,73,59,46,3,46,38,0,3.0,0,12.0,0,2,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
60,251,159,22,193,5,6.0,151,5.0,7.0,69,8,80,61,45,1,45,48,3,3.0,1,22.0,2,0,0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
57,251,151,20,219,12,2.0,218,10.0,4.0,72,10,60,55,37,3,52,53,5,3.0,1,31.0,1,2,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
72,268,154,7,241,7,4.0,183,6.0,1.0,72,8,79,63,41,2,37,43,2,1.0,1,16.0,1,2,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
61,239,179,13,222,13,6.0,122,3.0,5.0,75,8,54,63,29,1,55,34,0,3.0,2,18.0,0,0,0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
63,195,185,10,263,6,4.0,140,2.0,4.0,71,8,59,48,19,2,39,33,3,2.0,0,10.0,0,1,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
81,232,161,13,209,4,3.0,124,9.0,2.0,72,10,88,48,43,1,50,30,1,4.0,0,8.0,0,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
72,271,193,10,261,3,3.0,153,3.0,1.0,92,14,83,52,42,4,48,32,4,0.0,0,15.0,2,1,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
71,224,153,21,214,8,5.0,132,6.0,7.0,80,13,84,53,37,10,34,54,1,0.0,0,24.0,1,2,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
70,253,150,15,191,4,1.0,187,8.0,2.0,54,7,99,46,30,2,34,36,1,1.0,0,12.0,0,1,0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
61,262,140,13,212,6,0.0,230,8.0,3.0,72,7,73,67,34,2,50,42,5,2.0,0,12.0,0,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
64,263,157,19,217,8,4.0,168,4.0,8.0,54,9,74,46,27,2,41,29,2,3.0,0,22.0,0,0,0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
103,295,165,8,239,14,9.0,112,2.0,5.0,76,13,70,63,55,4,39,40,2,0.0,1,14.0,2,2,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
84,232,146,5,198,5,3.0,123,1.0,2.0,63,7,76,47,43,1,45,30,1,1.0,1,14.0,1,1,0,3.0,1.0,,0.0,0.0,0.0,0.0,0.0,,,
62,237,139,9,228,3,2.0,151,3.0,3.0,73,7,75,49,31,5,54,38,3,7.0,1,22.0,1,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
72,279,160,14,255,3,9.0,135,4.0,9.0,86,20,97,53,45,3,47,43,0,0.0,1,25.0,1,0,1,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
69,261,161,10,225,7,4.0,140,6.0,5.0,77,10,84,49,42,3,50,50,1,1.0,2,23.0,0,1,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
83,250,152,14,253,11,2.0,180,5.0,7.0,81,11,75,65,44,4,46,42,8,2.0,2,21.0,0,0,0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
76,228,203,8,226,7,5.0,206,7.0,3.0,65,10,60,60,35,6,52,45,2,5.0,1,18.0,0,0,0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
63,226,197,11,300,7,6.0,155,10.0,5.0,80,10,56,71,30,6,48,36,2,3.0,0,8.0,0,1,0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
69,212,158,12,177,8,5.0,143,3.0,6.0,55,11,77,45,24,0,56,40,1,1.0,0,20.0,1,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
76,243,153,11,230,8,2.0,156,2.0,8.0,59,4,78,50,49,4,43,41,1,1.0,0,29.0,1,1,0,3.0,1.0,,0.0,0.0,0.0,0.0,0.0,,,
72,241,122,13,166,4,2.0,161,2.0,1.0,47,9,101,54,43,2,35,52,1,0.0,1,23.0,1,1,0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,,,
68,216,121,15,160,7,4.0,149,0.0,2.0,54,5,67,54,31,2,44,38,1,1.0,2,30.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
95,266,171,5,211,11,2.0,171,2.0,4.0,64,10,72,53,53,5,48,42,10,2.0,0,17.0,0,1,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
78,204,188,8,222,9,3.0,170,5.0,1.0,63,10,87,54,42,4,48,36,1,2.0,3,22.0,0,1,1,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
82,241,179,15,240,12,3.0,141,4.0,1.0,63,9,57,72,23,1,43,34,5,1.0,0,9.0,1,1,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
65,246,142,10,168,5,4.0,162,1.0,3.0,68,4,86,46,50,2,45,38,1,1.0,2,17.0,1,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
66,253,141,14,221,5,3.0,123,3.0,5.0,63,10,82,61,38,0,64,32,2,0.0,0,30.0,1,2,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
62,252,148,13,205,7,2.0,168,4.0,2.0,68,11,69,47,29,1,56,44,2,0.0,0,29.0,0,3,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
80,249,144,16,241,4,3.0,180,7.0,3.0,90,10,66,48,38,2,53,38,12,0.0,1,20.0,0,1,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
83,262,198,16,237,8,3.0,172,4.0,9.0,76,13,66,63,56,4,51,43,3,1.0,1,29.0,0,1,0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,,,
82,245,202,13,221,7,8.0,164,7.0,1.0,56,6,57,60,42,2,47,38,0,1.0,0,19.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
75,192,154,8,221,6,8.0,143,3.0,1.0,56,5,52,55,18,1,47,40,2,0.0,0,13.0,3,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
73,204,120,7,186,9,1.0,143,0.0,1.0,73,8,86,50,48,1,49,46,0,1.0,0,8.0,0,1,0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
91,247,132,5,182,6,6.0,185,6.0,1.0,73,12,66,53,42,5,46,45,1,2.0,3,20.0,0,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
63,240,118,15,213,7,2.0,139,3.0,7.0,81,8,84,51,43,8,50,31,1,0.0,0,29.0,0,2,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
65,233,130,13,168,7,5.0,130,1.0,5.0,71,6,70,44,48,1,50,51,0,1.0,0,16.0,0,2,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
96,269,142,14,223,6,0.0,170,1.0,0.0,68,13,81,62,43,2,78,43,0,1.0,2,17.0,1,0,0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
60,258,192,17,218,7,12.0,106,2.0,6.0,56,6,60,66,34,1,53,37,0,1.0,1,18.0,0,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
68,223,172,7,261,11,9.0,113,2.0,6.0,67,5,63,59,23,3,59,40,4,2.0,1,12.0,0,0,1,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
73,268,181,16,232,4,1.0,117,1.0,3.0,75,12,74,49,42,1,50,45,4,0.0,2,16.0,0,1,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
71,240,363,22,242,10,5.0,109,0.0,3.0,91,27,86,47,46,5,64,51,0,3.0,3,6.0,0,0,1,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
89,322,197,27,223,14,4.0,155,3.0,11.0,76,15,57,51,73,1,46,46,2,2.0,1,54.0,0,3,0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
62,224,163,15,182,5,4.0,157,5.0,2.0,52,9,48,55,49,2,44,45,6,0.0,0,29.0,0,1,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
78,266,188,9,170,11,5.0,210,2.0,3.0,52,5,63,55,38,3,46,34,2,4.0,0,19.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
75,209,188,13,206,8,3.0,151,2.0,2.0,63,5,55,44,32,1,56,25,1,1.0,0,29.0,1,1,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
71,198,159,13,213,6,3.0,132,4.0,1.0,59,17,42,37,35,4,41,34,2,2.0,0,10.0,0,0,0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
65,281,176,10,220,5,4.0,147,2.0,3.0,89,9,90,59,43,2,58,30,1,0.0,1,9.0,0,0,0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
69,216,180,9,219,6,2.0,164,5.0,3.0,73,6,79,46,40,2,39,44,3,0.0,0,30.0,1,1,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
77,214,147,9,229,5,2.0,137,1.0,3.0,72,11,69,60,42,3,62,46,2,1.0,1,30.0,1,1,0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
89,235,134,11,196,6,1.0,217,5.0,3.0,83,7,68,52,38,5,48,38,6,2.0,1,20.0,1,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
64,251,146,9,207,7,2.0,163,1.0,3.0,54,8,71,70,39,3,62,41,2,0.0,0,20.0,0,0,0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
65,240,160,13,203,7,4.0,163,0.0,5.0,57,6,47,57,39,7,46,32,0,2.0,2,12.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
73,224,148,7,204,5,3.0,122,3.0,2.0,50,5,47,51,26,3,40,40,1,0.0,0,11.0,1,2,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
65,241,134,10,193,7,2.0,136,0.0,2.0,63,8,56,39,47,6,40,32,3,3.0,0,9.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
66,204,142,11,199,5,0.0,149,6.0,3.0,78,16,60,41,46,0,51,45,1,1.0,0,30.0,1,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
67,259,124,9,176,5,1.0,156,2.0,5.0,76,10,71,52,36,1,50,46,2,4.0,2,41.0,3,0,0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
69,270,142,9,202,2,3.0,181,2.0,1.0,47,7,82,64,38,0,53,38,1,0.0,2,20.0,0,2,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
80,225,160,19,224,5,6.0,231,2.0,2.0,60,8,81,69,37,5,73,34,1,0.0,1,35.0,0,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
61,224,166,14,229,10,2.0,157,1.0,1.0,43,7,64,59,33,2,46,35,6,4.0,0,21.0,0,0,0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
79,152,129,3,197,9,6.0,127,2.0,4.0,44,2,53,56,19,3,45,32,0,0.0,0,7.0,1,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
69,241,135,10,194,4,3.0,134,4.0,5.0,74,12,70,49,51,5,38,32,2,1.0,1,11.0,1,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
57,255,153,13,199,6,1.0,192,2.0,4.0,74,5,66,50,34,7,36,49,1,2.0,0,22.0,1,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
72,215,135,6,196,10,3.0,154,1.0,5.0,42,10,103,55,50,1,44,44,5,1.0,0,28.0,0,1,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
64,148,128,5,223,12,4.0,87,1.0,4.0,46,5,62,47,13,0,28,22,1,1.0,0,10.0,0,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
69,238,133,9,177,5,1.0,143,0.0,2.0,43,5,53,52,28,3,38,32,1,2.0,2,29.0,1,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
80,221,174,9,214,13,8.0,177,7.0,3.0,75,9,65,63,31,3,42,32,1,2.0,1,23.0,0,1,0,6.0,0.0,,0.0,0.0,1.0,0.0,0.0,,,
64,203,177,9,260,11,4.0,141,6.0,4.0,82,6,61,64,34,2,39,44,0,2.0,1,12.0,0,0,0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
70,245,120,8,223,7,5.0,121,3.0,1.0,80,16,81,46,39,1,57,43,1,2.0,2,8.0,0,0,0,5.0,0.0,,1.0,0.0,0.0,0.0,0.0,,,
83,255,144,14,175,5,3.0,163,0.0,2.0,83,18,89,66,58,2,44,42,2,0.0,2,30.0,1,2,0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
70,248,134,8,161,7,2.0,112,2.0,0.0,59,9,72,49,46,0,48,49,1,1.0,0,23.0,1,0,0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
77,247,129,11,175,5,3.0,119,0.0,4.0,59,8,65,43,42,1,44,33,3,3.0,1,10.0,0,2,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
92,286,113,2,156,25,10.0,134,0.0,8.0,60,4,71,53,68,1,56,36,3,0.0,3,22.0,0,1,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
72,183,109,10,174,6,2.0,141,3.0,3.0,58,1,47,39,34,2,26,37,2,0.0,1,15.0,1,1,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
56,158,87,2,157,5,1.0,77,0.0,3.0,48,7,32,54,28,1,31,39,0,3.0,0,7.0,0,1,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
70,201,98,5,169,5,2.0,140,0.0,1.0,53,10,55,52,36,1,48,22,2,0.0,1,11.0,1,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
71,179,114,3,155,7,3.0,134,2.0,7.0,64,15,56,53,38,1,41,33,1,1.0,1,21.0,0,2,2,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
72,227,103,12,176,1,5.0,139,0.0,1.0,52,7,50,66,43,3,42,43,1,0.0,0,21.0,1,1,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
68,179,108,6,171,8,0.0,140,0.0,2.0,60,4,60,48,32,0,40,39,1,2.0,0,22.0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
66,211,128,10,170,6,4.0,148,2.0,1.0,53,7,76,52,41,2,38,34,0,4.0,0,14.0,1,0,0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
67,185,136,9,190,6,4.0,138,0.0,2.0,58,6,58,52,32,3,32,30,0,2.0,1,18.0,0,2,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
78,215,141,3,217,5,4.0,139,2.0,0.0,64,5,49,53,20,2,45,38,3,0.0,0,6.0,0,1,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
65,245,126,4,178,9,3.0,127,1.0,2.0,74,8,71,44,48,0,42,40,2,0.0,1,14.0,0,0,1,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
73,269,142,12,223,7,3.0,187,1.0,1.0,80,12,89,58,55,1,31,44,3,1.0,0,26.0,0,1,0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
82,264,151,9,209,3,1.0,149,3.0,5.0,74,15,89,46,30,3,51,61,1,0.0,2,21.0,0,1,0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
71,258,167,8,219,8,2.0,180,0.0,5.0,73,13,93,57,47,3,51,40,2,1.0,2,26.0,0,0,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
86,295,169,27,207,14,5.0,176,4.0,7.0,78,18,86,56,50,4,58,41,2,1.0,0,14.0,0,1,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
60,214,153,11,237,3,5.0,167,3.0,4.0,78,5,69,56,31,1,58,37,2,2.0,0,15.0,1,0,0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,,,
71,179,140,8,213,9,3.0,134,1.0,3.0,55,4,65,44,28,2,50,27,0,1.0,1,9.0,0,0,0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
90,239,139,13,170,8,3.0,145,0.0,3.0,86,10,98,58,41,0,49,44,0,0.0,0,11.0,1,0,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
54,256,119,9,195,8,2.0,167,0.0,4.0,65,6,76,44,41,2,51,32,2,1.0,0,18.0,1,1,0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
76,263,123,4,194,11,1.0,178,0.0,3.0,66,9,92,54,61,3,46,41,2,0.0,0,9.0,1,0,0,6.0,0.0,,0.0,0.0,1.0,0.0,0.0,,,
55,231,128,12,197,4,2.0,149,0.0,2.0,75,6,100,73,50,1,51,40,0,0.0,0,15.0,0,1,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
64,225,175,11,199,9,8.0,148,1.0,5.0,70,10,105,58,52,3,57,35,3,0.0,3,15.0,0,1,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
70,228,152,9,199,8,6.0,139,2.0,6.0,64,7,65,42,25,3,44,33,3,1.0,0,6.0,0,1,0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
60,147,130,6,184,8,1.0,80,1.0,3.0,46,2,73,43,14,3,53,14,1,4.0,0,3.0,0,0,0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
